sifra_umetnika,ime_umetnika,biografija,debut,tip
360357,TOMORROW X TOGETHER,"Tomorrow by Together, commonly known TXT, is often called the &ldquo;brother&rdquo; group to global stars BTS as they are under the same management, Big Hit Entertainment. TXT has five members: Soobin, Yeonjun, Beomgyu, Taehyun, HueningKai and debuted on March 4, 2019 with the EP &ldquo;The Dream Chapter: Star&rdquo;. The group gained global recognition through their debut album entering the US Billboard 200 at 140.",2019,SO
364146,NU&rsquo;EST,"NU&rsquo;EST (an acronym for New Establish Style Tempo) is a South Korean boy-band which debuted in 2012 under Pledis Entertainment. The group&rsquo;s debut single &ldquo;Face&rdquo; was revealed on March 15, 2012. The group consists of five members: JR, Aron, Baekho, Minhyun and Ren. The group&rsquo;s members have taken part in sub groups such as NU&rsquo;EST M which targets the Chinese markets and includes all five members and Chinese member Jason. &nbsp;NU&rsquo;EST W was also formed which consisted of all members except Minhyun who was at the time promoting with project gropu Wanna One.",2012,SO
364963,Im Jae-Hyun,Lim Jae-hyun is a Korean singer who debuted in 2017 by taking part in the original soundtrack for &ldquo;Closers&rdquo;. He became famous after his first single &ldquo;If There Was Practice in Love&rdquo; rose to first place on major music charts upon its release in 2018 surpassing hit groups like BTS and Winner.,2017,SO
379052,FTISLAND,,2009,SO
234315,BEAST,"These six guys have come to write a new chapter in the history of idol K-pop stars. Beast had been the center of attention even before their official debut in October. This was due to their reality series covered by MTV, which followed the guys from the beginning even before their debut. The series showed the rigorous training process and the boys' behind the scenes goofiness, which the audience loved. Years of hard training had toughened them up as serious musicians with enough musical skills and maturity to dominate the current idol music market. For some time, they were actually known as the ""recycled group"" because many of them failed in making it into other hit groups or had already debuted to disappointing results. For example, Hyun-seung was one of the finalists to become a member of Big Bang, but got cut at the last minute. Doo-joon was also a finalist in the last round of the 2AM/2PM group before getting dropped. Ki-kwang had debuted earlier as solo singer AJ, but unfortunately didn't become the hit that his management had hoped. A number of influential musical producers came together to make Beast’s debut album, with the Beast members themselves having contributed in the album-making process by writing lyrics and raps.     Though Bad Girl was a popular song, each comeback track the guys released became a bigger hit than before. Their next mini-album featured the song ""Shock"" which won them their first #1 on the TV music ranking/performance shows. Some of the members started to get outside offers to participate in variety shows and dramas. Doo-joon became a fixed guest on the show ""Danbi"" while Ki-kwang was asked to be on the show ""Hot Brothers"". Doo-joon even got the offer to act in ""All My Love"" alongside one of his best friends, Jo-kwon of 2AM.    The boys prepared long and hard for their next comeback, seeking to perfect each track. They released a two part release with the first mini-album featuring the single ""Soom"" or ""Breath"". That song won them their first #1 on a non-cable TV music ranking/performance show, beating the group 2NE1 who had been dominating the #1 spot for weeks. It was a hit song although critics did say it was too similar to ""Shock"". They soon released the second half batch of songs featuring the title track ""Beautiful"" which was completely different from their previous songs. It showed the cute and fun side of the guys rather than the intense, serious, and powerful side that their previous songs pulled out.    Between all this, Beast started to promote abroad, winning over fans abroad as well.    The guys achieved their short-term goal as musicicans which was to hold their own concert in December of 2010. It was a sold-out concert that had ticket sellers placing them in the ranks of Big Bang and TVXQ. Their agency decided to hold an encore concert in February which was just as much of a success.    In May of 2011, the group released ""Fiction"" off of their first ever full-length album.",2009,SO
366246,Cosmic Girls,"Cosmic Girls or WJSN is an international girl group consisting of thirteen members from South Korea and China. The group was formed through a collaborative effort between Korea&rsquo;s Starship Entertainment and China&rsquo;s Yuehua Entertainment. The group debuted in February 2016 with the EP &ldquo;Would You Like?&rdquo; originally with twelve members but added a thirteenth member, Yeonjung, in July that year.",2016,SK
234117,4minute,"The five members of 4minute hit the k-pop scene in 2009. Their name represents that the girls will show you everything they've got within four minutes (the typical length of a song).    Their style is known to be very pop, electro, club, and most of all, addictive. They tend to mix in some retro feeling vibes in their music as well, contrasting themselves from some of the more cute, feminine concept girl groups on the scene. The girls have a strong liveability, showing an almost tomboyish, honest charm.     Member Hyuna has also released solo songs as well as participate in the subunit duo Trouble Maker with Beast's Jang Hyun-seung. Jeon Ji-yoon and Heo Ga-yoon formed another subunit duo called 2Yoon.",2009,SO
238442,Amber,"Amber first debuted as the rapper for the group f(x) in 2009. She is of Taiwanese descent, grew up in Los Angeles, California, and now lives in Korea pursuing her music career.    She was discovered through SM Entertainment's global audition in California in 2008. She trained for about a year and a half before debuting under f(x). The group gained much popularity and Amber received a lot of love for her talented rapping skills and androgynous beauty.        She took part in some variety shows like ""Invincible Youth"", ""We Got Married: Global Edition"" and ""Real Men: Female Soldier Edition 2"".     She debuted as a solo singer in 2015 with the title song ""Shake That Brass"" featuring Taeyeon of Girls Generation (also her label mate under SM Entertainment).",2009,SO
236486,15&,"15& is the name of a duo consisting of K-Pop Star Season 1 winner Park Ji-min and long-time JYP trainee, aka ""R&B Genius"", Park Ye-rin.  Ji-min quickly won the hearts of the three judges (Park Jin-young, Yang Hyun-suk, and BoA) on the survival competition show K-Pop Star, not to mention the nation, becoming the winner of the first season's run. She had the choice of signing with any of the three top talent agencies: JYP, YG, and SM. She decided to ink the deal with JYP Entertainment.  Ye-rin first made her entertainment debut as a 10-year-old on the show Star King, a variety show introducing people with diverse talents or stories, albeit sometimes weird talents or stories. Her voice earned her the nickname ""R&B Genius"". Ye-rin later auditioned for JYP Entertainment, singing Beyonce's ""Listen"". She later signed with the agency, trained for four years before she debuted under 15&.  The name 15& stands for the age of the two singers when they officially debuted (15) and the additional future success that will surely unfold (""and"").",2012,SO
234617,Ye-seong,"Yeseong was originally born in Cheonan of South Chungcheong province and won the Cheonan Singing competition in 1999 at the age of 15. He auditioned for mega entertainment agency SM Entertainment in 2001. He impressed the judges and was signed that same year, before being put into the group Super Junior in 2004. Yeseong made his official debut with the group in November of 2005, as part of the first generation of Super Junior.    So far, he's dabbled in other forms of entertainment other than singing. He hosted his own radio program ""M.I.R.A.C.L.E for You"" in September of 2006 for a year. He also starred in a high school comedy with the rest of his group in the summer of 2007, ""Attack of the Pin-Up Boys"". He then starred in musicals ""South Korean Mountain Fortress"" in the fall of 2009 and ""Hongil Dong"" in the spring of 2010.    His solo song ""No One Else Will Do"" off the soundtrack of the drama ""Cinderella Sister"" upped his status as a singer, placing him above his industry seniors such as Rain and Lee Hyori on some of the major online music charts.",2005,SO
235976,XIA,"Born as a fraternal twin to a former Miss Korea contestant, Kim Junsu showed an interest in singing, dancing, and rapping at a young age. In fact, he actually used to be in a dance group called SRD (for Singing, Rapping, and Dancing) with Super Junior member Eunhyuk in elementary school. Kim soon went on to sign with SM Entertainment in 2000.    Even pre-debut, Kim got snippets of public attention, but his real launch came in 2003 when he debuted as a member of TVXQ, a group that arguably became one of the biggest, most recognizable idol groups in Korea. His stage name XIA (pronounced shee-ah), stems from him wanting to be a star not only in Korea, but one that would be recognized in all of Asia. Xia is basically ""Asia"" without the ""A"".     It seemed that nothing could stop TVXQ. They were on fire! However, in 2009, three members (Kim Junsu, Kim Jae-joong, and Park Yoochun) filed a lawsuit against SM Entertainment on the grounds of the contract terms being too long and not in the interest of the artists. Ultimately, the Seoul Court ruled in favor of the three members, and they were able to break off and sign with another agency, as long as they didn't promote under the name TVXQ.    Thus in 2010, JYJ (for Junsu, Yoochun, and Jaejoong) was born. Though the trio definitely did face their share of trouble in getting things off the ground, they slowly started to make a name for themselves outside of SM.    Junsu also started acting in musical in 2010, with his debut project ""Mozart"". He continued with a steady stream of projects for the next few years, earning the Popularity Musical Award for three years in a row. He also was dubbed the best musical ticket seller, having sold out just about every one of his shows.    In 2012, Junsu went solo with his first album <Tarantallegra>. It sold over 130,000 copies, making him one of the strongest album seller. He also announced big plans of a world tour including stops in New York, Los Angeles, Mexico, Brazil, and Chile.",2003,SO
366246,WJSN,"Cosmic Girls or WJSN is an international girl group consisting of thirteen members from South Korea and China. The group was formed through a collaborative effort between Korea&rsquo;s Starship Entertainment and China&rsquo;s Yuehua Entertainment. The group debuted in February 2016 with the EP &ldquo;Would You Like?&rdquo; originally with twelve members but added a thirteenth member, Yeonjung, in July that year.",2016,SK
382735,Kwon Jin-ah,"Kwon Jinah was a contestant for Super Star Season 3 in 2013. She did very well, placing third overall. She went on to sign under Antenna Music.    Kwon released a song with labelmate Sam Kim titled ""Until Here"" months before her first official release. She went on to release her first solo album in September of 2016, with the title track ""The End"".",,SO
232551,Turbo,"Turbo was one of the biggest groups from the late 90's that helped shape k-pop into what it is today.    Turbo was originally formed by members Kim Jong-gook (main vocalist) and Kim Jung-nam (rapper) in 1995. The two quickly established themselves as one of the top dance groups in Korea, rivaling another popular group, Deux.     Unfortunately, trouble struck just a couple years in as the duo broke up, citing management problems. Kim Jung-nam, unable to reconcile his differences with his management, left the group only to later join another group called SNAP in 1999. Kim Jong-gook went on to find his next partner, Mikey to make a comeback in 1997.    Mikey, grew up in California of the USA, but came back to Korea in 1997 to pursue his dream of becoming a singer. He auditioned alongside 3,500 other people to become the next rapper of Turbo.     Kim and Mikey resurrected the group Turbo for another slew of hit songs. They were even selected to sing the Asian version of ""Just the Two of Us"" by Will Smith.     Unfortunately, it wasn't all smooth sailing for Turbo. Turbo was invited to the Asia Super Concert in December of 1998, representing South Korea's top music acts. However, due to conflict with his management right before the concert, Kim was left in a bad mood. He refused to perform his part in the concert and left without bowing. His actions received much criticism, ultimately getting Turbo banned from TV broadcasts.     The ban was lifted in October of 1999 and Turbo made a comeback with their fifth album. Recruiting some of the top names in song writing and production, Turbo rose again back to the top for a successful album release.     After the fifth album, Kim left the management agency to pursue a solo career. Mikey left to return to the US to study music under Paul Bay in New York. Turbo released one ""final"" album, ""History"", before disbanding in 2001.    Kim went on for a very successful solo career in music and TV variety entertainment. Mikey also was a part of another music group called M3.     However, fast forward almost 15 years later, Turbo took a part in a retro concert special for the show ""Infinite Challenge"". It was clear fans still loved the group and their style of music. This led to the very much long-awaited comeback of the group. They released a new album, featuring the song ""Again"" in December of 2015. What was most notable was that the usual duo made their return as a trio, featuring all the members to date: Kim Jong-gook, Kim Jung-nam, and Mikey. True to Turbo's track record, the title song shot straight up to the top of the real-time music charts.",1995,SO
360019,SF9,"SF9 is short for Sensational Feeling 9 and is the name of a boy band which debuted in 2016 under FNC Entertainment. SF9 is the first boy group to debut from FNC Entertainment and the group made their debut on October 5, 2016 by releasing their first single album &ldquo;Feeling Sensation.&rdquo;",2016,SK
384558,Solar,Solar (born as Kim Yong-sun) is a Korean singer and songwriter. She debuted as the leader of the group MAMAMOO in 2014. She made her solo debut with the single &ldquo;Spit it Out&rdquo; in April 2020.,2014,SO
238941,DIA,"Dia debuted as a seven-member group in 2015 with their full-length album, “Do It Amazing.” The group currently has nine members: Eunice, Jueun, Huihyeon, Jenny, Yebin, Eunjin, Chaeyeon, Eunchae and Somyi.     The group held their first concert “First Miracle” on December 24 and 25, 2016. The group also separated into two sub-units. The 1st sub-uni “BinChaenHyunSeu” consisted of members Yebin, Chaeyeon, Huihyeon and Eunice and released the song “You are the Moon and Earth.” The 2ndsub-unit was called “L.U.B” (shortened from “lovely Unit B”) with members Jenny, Eunjin and Eunchae and released the song 13/32.",2015,SO
232552,Toy (Yoo Hee-yeol),"Yoo Hee-yeol is producer and song-writer who leads “Toy,” a one-man band that originally started out as a duo. Yoo Hee-yeol first appeared in the local pop music scene by winning the grand prize at the 4th Yoo Jae-ha Music Contest held in 1992 with the song “The Moonlight Song.” Yoo is also the producer of many hit albums like the ones by Lee Seung-hwan, Yoon Jong-shin, Lee Sora and Lee Moon-se. Originally, Toy was a duo as which Yoo Hee-yeol performed with Yoon Jeong-oh. However, Yoon Jeong-oh left the band to study overseas and since 1996, the band has been maintained as a one-man band by the sole member Yoo Hee-yeol. The title song of the band’s second official album, “Remember I Was Next to You” sung by Kim Yeon-woo was a big hit making the band’s name known in the pop music world. From then on, Yoo Hee-yeol didn’t sing the songs in his albums. Instead, he invited singers like Kim Yeon-woo, Kim Hyung-joong, Lee Jang-woo, Yoon Jong-shin, Kim Jang-hoon, Jinu and Byeon Jae-won to sing the songs in his albums. In July, 1999, Yoo Hee-yeol published a book of illustrations entitled “In Front of a Familiar House” receiving good response from his fans. The album released under the same title of the book was filled with many instrumental tracks in various genres in which he showed off his talent in musical composition. Emotional melodies, well-organized arrangement and true love stories mix well together in Yoo Hee-yeol’s songs. Besides from music, Yoo Hee-yeol also performed actively as the host of “Yoo Hee-yeol’s Music City,” a radio show that went on the airwaves from 1999 to March in 2001.",,SO
240050,Jeong Se-woon,"Jeong Se-woon made his first appearance into the entertainment scene as a contestant in the third season of the reality TV survival audition show “K-pop Star.” Although he was eliminated in the finals, he signed a contract with Starship Entertainment and represented the label in another boy group survival reality show called “Produce 101 Season 2” where he ranked 12th overall. Soon after the show ended, he debuted as a solo artist with the release of his first mini album titled “Ever,” which peaked at number two on Gaon Chart after selling over 23,000 copies within the first week of sales.",2017,SO
236525,Yang Yo-seop,"Like his fellow group members of Beast, Yang Yo-seop went through a lot of difficult times before he finally became one of the most recognized voices and faces in the k-pop idol realm.    His love for music started at a young age. He was singing and performing in bands from his school days. He became a JYP trainee, but eventually left the agency due to bad performance/practice reviews from his uppers. He then started training under other companies for about five years before he landed a position at Cube Entertainment. He gained further experience by performing as a backup dancer for ""AJ"", a solo singer who would end up re-debuting as a member of Beast (Lee  Ki-kwang).    Yang Yo-seop then debuted with his five other members in the group Beast in 2009. The group blew up, proving that their hard work and past hardships only led up to a brighter future. Yang is the main vocalist of what is now considered one of the top idol groups in Korea.    The young singer started doing a few side projects; singing a duet with Daniel of DMTN and singing an OST track for the drama ""Poseidon"". He officially debuted as a solo artist by releasing his mini album in late 2012, holding the title track ""Caffeine"" which featured Beast's rapper Yong Jun-hyung. ""Caffeine"" hit number one on many music charts including some major music performance shows.",2009,SO
392186,Kim Ho-joong,"Kim Ho-jung is a classically trained singer who broke out into Korea&rsquo;s trot scene through the TV reality show &ldquo;Mr. Trot&rdquo; in 2020. He came in 4th place on the show and released a new song &ldquo;I Love You More Than Me&rdquo; in April, 2020.",2013,SO
355113,The Boyz,,2017,SK
239313,UP10TION,"The group UP10TION (pronounced Up-ten-shun) debuted through a reality TV series called ""Masked Rooking King"", based on the format of the popular TV show ""King of Masked Singer"". The members competed by singing with masks covering their identities in front of a panel of judges. Just like their group name suggests, there are a total of 10 members.    The group made their official debut in 2015, holding showcases in both Korea and China. Their debut single ""So, Dangerous"" made it into the top 10 on the Gaon Album Chart. Their music video for the single also was at 9th place for Billboard's Most Viewed K-Pop Videos in America for September 2015.     A second mini album was released soon after in November, with the title track ""Catch Me!"". The song peaked at number 5 on the Gaon Album Chart.    Their third title single ""Attention"" was released in April of 2016. The group held a Japanese showcase that following June.",2010,SO
378184,Baek Ji-young,"Baek Ji-young is a South Korean singer under The Music Works label. She debuted in 1999 with the release of her debut album, &ldquo;Sorrow.&rdquo; Over her career, she has won awards for Best Female ARtist and Best OST at the Mnet Asian Music Awards. She recently released the single, &ldquo;No Love, No Heartbreak&rdquo;.",1999,SO
238991,Dean,"Dean started his career in music at the age of 16 when he joined a crew with Keith Ape (also known for the single ""I G Ma"" that garnered 7.5 million views on YouTube). By 18, Dean was already writing addicting songs. He went on to write songs for groups like VIXX and EXO.     Dean made his own debut as a singer and not a songwriter in 2015 in Korea. He released the song ""I'm Not Sorry"", which features Grammy winning singer/songwriter Eric Bellinger. Dean went on to tour parts of the US, hitting big cities like Washington DC, Miami, Chicago, and Atlanta. He was featured on radio stations in the US, being praised by many industry insiders.     Dean's sound an be described as uniquely his own. He ranges from indie rock, pop, EDM, hip hop, UK garage, Trap Musik, and R&B/soul.",2015,SO
369282,Kang Daniel,"Kang Daniel is a South Korean singer, best known for finishing first in the cable reality audition show, Produce 101 (season 2). He as a member of the project group, Wanna One, which was formed through the audition show and came in first place on the final episode. He recently made his solo debut under his own management company after legal disputes with a former label came to an end.",2017,SO
234971,Seung-ri,"Seungri gained popularity as the youngest member of the popular group Big Bang. He first came into the public's eye through a reality tv series focused on the group Shinhwa attempting to create another Shinhwa-like younger group. Seungri was noted for his dance skills, but his vocal talents weren't enough to save him from being eliminated. He was later scouted by YG Entertainment to be added into the group Big Bang.   Since then, Seungri has blown up in popularity, especially for his talents on variety programs. Although a couple solo tracks were featured on Big Bang albums, he didn't release his official solo acts until January of 2011. His solo debut songs did very well, hitting number one on music performance shows on the top broadcasting networks.   Aside from his music, Seungri also acted in a couple musicals: Sonagi in 2008 and Shouting in 2009. He also acted in the movie ""Why Did You Come To My House?"" with group mate T.O.P in 2009.",,SO
354644,Lovelyz,"Lovelyz is a South Korean girl-group which debuted in 2014 with &ldquo;Girls&rsquo; Invasion&rdquo; under Woollim Entertainment. The group consists of eight members: Baby Soul, Jiae, Jisoo, Mijoo, Kei, Jin, Sujeong and Yein. In 2018, the group held their third solo concert in Seoul and concerts in Tokyo and Osaka. The group also released their fifth mini album in Nov. 2018 and first compilation album consisting of 33 tracks titled &ldquo;Muse on Music&rdquo; in Sept. 2018.",2014,SK
399205,HyunA,"Hyuna is a singer-songwriter, rapper and model. She debuted as a member of the Wonder Girls under JYP in 2007 but left the group shortly after. She subsequently joined the group 4Minute which debuted in 2009 under Cube Entertainment. In 2010, she began her solo career and collaborated with Hyunseung of Beast as a duo (Trouble Maker). She also appeared in the music video for the global viral hit &ldquo;Gangnam Style&rdquo; in 2012. In 2019 she signed with Psy&rsquo;s P Nation after her contract with Cube Entertainment ended in 2018.",2006,SO
361599,PARK JI HOON,"Park Ji-hoon is a singer and actor best known for his participation in the reality competition cable show &ldquo;Produce 101 Season 2.&rdquo; He finished 2nd overall and became a member of the project group Wanna One. Park actually made his debut in the entertainment industry as a child actor, appearing as a supporting cast member for the 2006 historical piece, &ldquo;Jumong.&rdquo; He has also taken part in musical productions such as &ldquo;Peter Pan&rdquo; and &ldquo;Radio Star.&rdquo; With the disbandment of Wanna One, Park began his solo career in March 2019.",2017,SO
232715,BoA,"BoA is one of the most popular singers both in Korea and Japan. At the tender age of 24, she was already considered a 10-year veteran! She was picked up as a singer by SM Entertainment at the age of 12 when she tagged along with her older brother who was actually the one auditioning! The biggest power of BoA’s success is known to be her powerful talents in both vocal and dance along with her fluency in Japanese and conversational fluency in English. Although she was only at the age of 12, her debut had been two years in the making covering everything from not only the basics of singing and dancing, but acting too. Her debut album in 2000 focused on appealing to older teenage fans through various rhythmic dance numbers was a huge success in Korea putting BoA at the top in just a matter of days after its release.     However, her popularity didn’t stop there. In 2001, she advanced into the Japanese market catering her style especially for the Japanese listeners. Unlike other Korean singers around that time who temporarily visited Japan to simply introduce their songs on a short-term visit, BoA shifted focus to give her all in adapting to Japan and searching for ways to meet the demands of pop music lovers there. Her efforts proved to be a success because by the end of 2002,  BoA was selected among the top 15 pop musicians in Japan. In the same year, she also received the golden artist award at the Best Hit Song Awards. Since her successful debut in the neighboring country, BoA has been busily going back and forth from Korea to Japan throughout her singing career. She tried to regularly release albums both in Korea and Japan, not to mention the countless singles. She has bragging rights as the only non-Japanese Asian to have two million-selling albums in Japan and one of only two artists to have six consecutive number-one studio albums on the Oricon charts since her debut. In 2004, she even released a few songs in Mandarin-Chinese.    However, once again, this all wasn’t enough. Having been dubbed “Asia’s Star” due to her strong influence in Asia, she decided she wanted to conquer the biggest pond out there: the US music market.  She teamed up with producer Thomas Troelsen to release the song “Eat You Up” which dropped online in the US in October of 2008.  Rather than releasing a hard copy of the single, SM Entertainment decided to release a promotional CD containing dance remix versions of “Eat You Up”. The track soon became a number one breakout on the Hot Dance Club Play chart. A remix version featuring American rapper Flo Rida was produced, but unfortunately leaked on the web in December of 2008.  She followed up her moderate success with her first English album in March of 2009. She headlined as one of the performers for the San Francisco Pride Festival alongside Solange Knowles and The Cliks. She didn’t stop there as she then released a repackaged English album that following August containing two new songs.    Not forgetting to cater to her Asian fans along the way, she released a new single in Japan before starting to prep for her long-awaited comeback in her home country: Korea. Just in time for her 10 year anniversary, BoA returned to the Korean stage in August of 2010 with her sixth album Hurricane Venus. Her comeback was around the time many other experienced singers were planning to break their hiatus as well, such as Se7en and Hwanhee. Korean fans were looking forward to seeing Asia’s Star do something that not many other singers out on the market could handle: singing and dancing live. And doing both well. Not surprisingly, BoA has since been climbing up the music charts with her comeback songs, and even took the number one spot on various music performance shows. And unlike most other singers who feature on variety programs to increase their popularity, BoA has refused to show her face on the small screen for such programs. She claims that she’s not funny enough to appeal to tv-viewers in that type of a setting.",,SO
234238,f(x),"One of the most highly anticipated groups to be unveiled by SM Entertainment at the time resulted in the ever-so-popular female idol group f(x). The multinational act f(x) is composed of five girls with different nationalities – Amber is Chinese-American, Victoria is Chinese, and the remaining three girls are Korean. The combination of diverse talents, experiences, and appeal set this new group apart from others. Their debut song hooked a large number of fans from the get-go with its cheerful and addictive melody.     Their single ""Chu~♡"" really put them on the map, but with each comeback, the group slowly gained more and more followers. Their style was not purely just cutesy like their fellow SM Entertainment girl group Girls Generation. Incorporating femininity and charm, the girls displayed more of a funky, fun style with a hint of street. Their song ""NU ABO"" definitely clinched this appeal and came out during one of the the group's peaks. Many of the members were often guests on popular variety programs. In fact, Sulli was a regular on a variety show featuring a bunch of female idol stars, while Victoria gained a lot of love for being her true self in her pretend marriage with 2PM's Nickhun on ""We Got Married"".    The rapper, Amber, had to pull out of ""NU ABO""'s promotions early due to an injury. She took off for the States for a prolonged period of time which even triggered disbandment rumors. However, she came back in time to record, prepare, and release their new album ""Pinocchio"".",2009,SO
234778,9Muses,"The girl group Nine Muses are named after the goddesses in Greek mythology. Appropriately so, all of the members are known for their tall, model-like physiques and beautiful faces. The average height of all the members is 171 cm and they all have prior experience in the entertainment sector—mainly modeling.    They’ve been gaining popularity for their goddess-like image and their catchy song “No Playboy”.",2008,SO
370828,X1,"X1 is a project group formed through the cable reality competition show Produce X 101. The group has eleven members: Kim Yo-han, Kim Woo-seok, Han Seung-woo, Song Hyeong-jun, Cho Seung-youn, Son Dong-pyo, Lee Han-gyul, Nam Do-hyon, Cha Jun-ho, Kang Min-hee and Lee Eun-sang. The group debuted on August 27, 2019 and their contract will end after five years.",2019,SK
353593,Key,"Key is a South Korean singer, actor, fashion designer and television presenter who debuted as a member of the boy band SHINee in 2008. Although Key is widely recognized as a singer and SHINee member, he has also successfully ventured into different careers, notably as an actor and fashion designer. Key made his solo debut in 2018 with the single &ldquo;If You&rsquo;re Over Me.&rdquo;",2008,SO
359924,Ha Sung-Woon,"Ha Sung-woon is a singer/songwriter who is best known as a member of the project group, Wanna One. He is currently a member of the boy group Hotshot. Ha debuted with Hotshot as the main vocalist in 2014, but rose to fame through the boy group reality survival show, Produce 101 Season 2 in 2017 and took part in activities for the project group Wanna One consisting of finalists from the reality show.",2014,SO
238019,Park Bo-ram,"Park Bo-ram first got noticed as a contestant on the show Super Star K Season 2 in 2010. She made it into the Top 8, but failed to progress further.    She went on to release a soundtrack single for the drama ""49 Days"" in 2011, but then no real news from her end surfaced. Until 2014.    She made an appearance in Hong Dae-kwang's music video for ""Thank You My Love"". And shortly after, made a comeback as a singer.    Making what could be considered her ""real"" debut, Park shocked the public with a womanly transformation in August of 2014. Gone was the chubbier and cute image she had on the competition program Super Star K 2. She slimmed down with a much more mature, womanly alluring look. Quite appropriately with her change, she released the single ""Got Prettier"", borrowing the talents of Zico from Block B.",2011,SO
239241,Gugudan,"Gugudan is the first girl group to debut under Jellyfish Entertainment. Before the girls made their official debut, two of the members were introduced to the public through the Mnet reality show ""Produce 101"". On the show, Se-jeong and Mina made it into the final 11 (placing 2nd and ninth, respectively), making them a part of the final group I.O.I.     I.O.I debuted in 2016 and saw explosive popularity. Under I.O.I's contract, the girls are allowed to promote as members of other groups as long as I.O.I is not actively promoting at the same time. Thus Se-jeong and Mina were also a part of the group Gugudan when it debuted in the same year.    Gugudan announced a mermaid concept for their first mini album. Their debut song and title song of the album was titled ""Wonderland"".",2016,SO
232582,S.E.S,"This trio of adorable girls created a great sensation when they burst into the music scen in 1997 with their fabulous voices and dynamic dancing. Their first album was filled with a variety of dance and ballad pieces, perfect for their girl-next-door image. Not satisfied with their stardom in Korea, they venture out into the Japanese market, where they again enjoyed an immense success. A series of albums thereafter showcased their amazing musical talents. Their fourth album “A Letter from Greenland” included five songs written by Sea and their fifth album confirmed their versatility as they sang a wide range of songs from traditional R&B to emotionally charged love songs. The fifth album was their last work together. Afterwards each of the members went separate ways with Sea performing in musicals, Yu-jin starring in several TV dramas, and Shoo acting on the big screen.",,SO
235506,John Park,"After taking Korea by storm in 2010 on the survival singing competition show Super Star K 2, John Park finally made his official, long-awaited debut in early 2012.     It would be an understatement to say that Park was a crowd favorite during the run of Super Star K 2, with his good lucks, laid back personality, and more importantly, low, smooth, and soothing vocals. In fact, this wasn't his first competition reality show, as he made it into the latter stages of the popular show American Idol. He placed second overall in Super Star K 2, beaten only by Heogak.    Over the course of 2011, many of Park's fellow competitors made their official debut into the k-pop industry. However, with the exception of a couple of singles or OST tracks, John Park stayed quiet. Later he revealed that he struggled with depression and culture shock from transitioning back to Korea from the US after so many years.    Having joined Music Farm Entertainment, an agency famous for its extensively educated and 100% music-focused artists/songwriters/composers/musicians, John Park was trained under the likes of Kim Dong-ryul. Park took an active role in the shaping of his first album 『Knock』, featuring the title track ""Falling"".    He stated in an interview during the promotion of『Knock』that he wanted to shake off his depression and timid ways to do his best, and become a respected artist in the music industry.",,SO
239063,Jimin (AOA),"Jimin is the leader, singer and rapper of the South Korean girl group AOA. Her interests and talents in music were revealed early on, when she learned to play the guitar, the harmonica and the piano as a child.     Jimin made her debut as a member of AOA in 2012. In 2015 she competed in the all-female rapper survival program Unpretty Rapstar, and reached the semifinals. Jimin released a number of tracks during the program, and her rap battle song for the semifinal match reached the top of the Gaon Singles Chart.      Jimin made her solo debut in March 2016 with the project #OOTD (Outfit of the Day). The song, featuring EXO’s Xiumin is titled “Call You Bae.”",,SO
299291,UNB,"UNB is a boy group that was formed through the reality show, “The Unit.” The group has nine members: Jun, Euijin, Go Ho-jung, Feeldog Marco, Ji Han-sol Daewon, Kijung, and Chan. Their debut album, “Boyhood,” was released in April, 2018. The group plans on being active for seven months after their debut.",2018,SO
235970,JJ Project,"In 2012, when JYP Entertainment fans were dying for a new act to come out of the powerhouse entertainment company, JJ Project hit the scene.    JJ Project is made up of two members named JB and Jr. who each individually auditioned for JYP Entertainment. They tied in the 5th Open auditions to eventually become trainees and even further down the road, artists signed under JYP.    With their good looks to top off their exceptional dance skills, the duo started dabbling in showbiz even before their official musical debut. They featured in fellow JYP artist San E's music video ""Tasty San"". They also landed roles in the hit KBS drama ""Dream High 2"" in  2012, a followup to the original ""Dream High"" in 2011.    As soon as JJ Project debuted, the fans went wild. Their YouTube videos attracted over a million hits in a matter of two days. Their first debut song ""Bounce"" also received a lot of love, climbing up the domestic music charts. In fact, the music video for ""Bounce"" became  the 4th Most Liked Video, 10th Most Viewed, 7th Most Discussed, and 4th Most Favorited video worldwide on YouTube. In South Korea more specifically, it was #1 on all four charts.",2012,SO
362011,Chen,"Kim Jong-dae, better known by his stage name Chen, is a singer and songwriter who debuted in 2012 as a member of the boy band EXO. He is predominantly known as the main vocalist for Exo and also participated in EXO&rsquo;s subgroup Exo-M, Exo-CBX and SM the Ballad. He made his solo debut in 2019 with the EP &ldquo;April, and a Flower&rdquo;.",2012,SO
395837,ENHYPEN,"ENHYPEN (officially abbreviated as EN-) is a boy band that debuted on Nov. 30, 2020 with the EP, &ldquo;Border: Day One&rdquo;. The group was formed by Belift Lab, a joint venture between entertainment companies CJ E&amp;M and BIg Hit Entertainment, which also manages BTS. The group has seven members including Heeseung, Jay, Jake, Sunghoon, Sunoo, Jungwon and Ni-ki and was formed through a survival competition-reality show for idol stars called &ldquo;I-Land&rdquo; in 2020.",2020,SK
